num_functions,num_loops,has_if,has_return,has_recursion,while_true,syntax_error,lines_of_code,avg_line_length,time_idle,edits_last_30s,cyclomatic_est,max_nesting_depth,num_recursion_calls,num_try,label_syntax_error,label_missing_base_case,label_infinite_loop,label_logic_error,label_idle_stuck
1,0,0,1,1,0,0,5,24.755874878517574,11,1,3,5,3,0,0,1,0,1,0
0,1,0,0,0,1,0,2,14.374600181155998,5,3,3,1,0,0,0,0,1,0,0
1,1,1,1,0,0,0,6,26.232942948826118,1,7,3,3,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,40,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,6,25.273791056739043,5,4,2,2,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,6.791777554012109,2,3,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,3,24.081722364375135,18,0,1,5,2,0,0,1,0,1,0
0,1,0,0,0,1,0,4,16.55926289764649,6,3,4,3,0,0,0,0,1,0,0
1,1,1,1,0,0,0,8,22.585665933146885,3,4,6,2,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,48,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,7,24.313851200254295,2,7,2,4,0,0,0,0,0,0,0
0,0,0,0,0,0,1,3,5.519334593213014,4,2,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,2,18.455120406671618,12,0,3,2,3,0,0,1,0,1,0
0,1,0,0,0,1,0,4,15.04240690400373,6,3,4,3,0,0,0,0,1,0,0
1,1,1,1,0,0,0,4,23.59786962920725,2,5,6,3,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,21,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,7,19.035018772703918,2,8,2,3,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,6.73420606518799,4,2,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,3,20.911183677485703,12,1,2,4,3,0,0,1,0,1,0
0,1,0,0,0,1,0,4,12.314193105216038,8,3,3,1,0,0,0,0,1,0,0
1,1,1,1,0,0,0,6,20.756047580120754,4,5,5,3,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,39,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,4,23.827395145864195,1,5,3,5,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,9.165288597061023,1,2,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,5,23.147946106890558,13,0,3,6,1,0,0,1,0,1,0
0,1,0,0,0,1,0,4,16.022736240479635,7,2,2,2,0,0,0,0,1,0,0
1,1,1,1,0,0,0,6,21.442103383014757,2,5,6,3,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,32,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,5,19.549451729444048,2,3,4,2,0,0,0,0,0,0,0
0,0,0,0,0,0,1,3,7.357350603749971,5,1,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,5,19.23402209056897,10,2,3,3,3,0,0,1,0,1,0
0,1,0,0,0,1,0,3,12.262154567727086,5,3,4,1,0,0,0,0,1,0,0
1,1,1,1,0,0,0,7,24.884763377006525,4,4,4,4,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,48,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,10,19.9401617622257,5,7,3,5,0,0,0,0,0,0,0
0,0,0,0,0,0,1,2,10.446868260749483,5,3,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,5,25.73014522564758,11,2,1,4,1,0,0,1,0,1,0
0,1,0,0,0,1,0,4,14.88354393277095,5,3,2,3,0,0,0,0,1,0,0
1,1,1,1,0,0,0,8,26.80932838467823,3,3,4,4,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,46,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,8,19.473486559916044,3,3,2,5,0,0,0,0,0,0,0
0,0,0,0,0,0,1,2,11.513303489883924,4,1,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,5,22.016056917545882,11,1,1,4,1,0,0,1,0,1,0
0,1,0,0,0,1,0,2,13.912109252698388,3,3,4,2,0,0,0,0,1,0,0
1,1,1,1,0,0,0,5,21.100796701806974,3,6,4,5,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,46,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,8,18.052511983056178,0,3,3,3,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,8.841629718106848,5,3,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,5,18.889494882593908,12,0,2,2,1,0,0,1,0,1,0
0,1,0,0,0,1,0,2,14.518953262520657,7,2,2,1,0,0,0,0,1,0,0
1,1,1,1,0,0,0,7,24.773912342551576,1,7,4,3,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,36,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,7,18.01564335933399,2,4,4,5,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,9.650599112194064,1,3,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,4,18.541434583270767,16,2,3,6,3,0,0,1,0,1,0
0,1,0,0,0,1,0,2,14.342722395360385,6,1,4,2,0,0,0,0,1,0,0
1,1,1,1,0,0,0,6,22.029202088553703,1,5,3,4,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,33,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,9,24.571044000108316,0,7,4,4,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,5.310349818066458,5,2,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,3,24.643069254108823,18,1,3,5,3,0,0,1,0,1,0
0,1,0,0,0,1,0,2,16.868986091085638,3,3,3,1,0,0,0,0,1,0,0
1,1,1,1,0,0,0,6,21.612727942693606,2,3,5,4,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,50,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,7,27.891227022961232,4,6,3,2,0,0,0,0,0,0,0
0,0,0,0,0,0,1,3,6.337724015137376,3,1,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,4,20.185732848910988,20,1,2,5,3,0,0,1,0,1,0
0,1,0,0,0,1,0,3,17.36782496973032,6,2,2,2,0,0,0,0,1,0,0
1,1,1,1,0,0,0,7,22.938775415677455,3,3,6,2,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,45,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,8,27.950981648440752,1,7,3,4,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,5.560482377524966,3,2,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,5,22.8209730218448,14,0,3,5,2,0,0,1,0,1,0
0,1,0,0,0,1,0,3,12.254130977100777,5,3,3,2,0,0,0,0,1,0,0
1,1,1,1,0,0,0,4,20.600329319905274,4,5,4,2,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,27,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,10,24.075729033208553,3,3,2,2,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,10.449607614548057,3,2,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,5,25.59573689503936,8,2,1,5,2,0,0,1,0,1,0
0,1,0,0,0,1,0,3,14.66363573505362,3,3,2,3,0,0,0,0,1,0,0
1,1,1,1,0,0,0,6,23.1842723676196,3,4,3,2,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,29,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,7,23.177452742083922,4,3,3,4,0,0,0,0,0,0,0
0,0,0,0,0,0,1,3,8.123911786839313,5,2,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,5,19.60142672792896,10,0,2,3,3,0,0,1,0,1,0
0,1,0,0,0,1,0,3,17.98357442413825,8,2,4,2,0,0,0,0,1,0,0
1,1,1,1,0,0,0,4,24.399977179895124,3,5,4,3,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,41,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,8,20.242416152459565,1,4,2,5,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,7.526275671110675,5,2,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,5,24.429293810308693,16,0,3,2,1,0,0,1,0,1,0
0,1,0,0,0,1,0,3,14.38895988462545,8,3,3,3,0,0,0,0,1,0,0
1,1,1,1,0,0,0,7,26.153316402997582,1,4,5,2,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,46,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,7,24.80108990649581,2,4,4,3,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,8.028328005373824,1,1,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,3,20.43299634245974,10,1,3,3,2,0,0,1,0,1,0
0,1,0,0,0,1,0,4,17.369555500926747,3,2,2,3,0,0,0,0,1,0,0
1,1,1,1,0,0,0,8,22.195608265708106,3,7,3,3,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,55,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,8,19.54194266879563,5,7,4,4,0,0,0,0,0,0,0
0,0,0,0,0,0,1,3,5.288360124652488,1,1,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,2,25.588374831763133,20,2,2,3,3,0,0,1,0,1,0
0,1,0,0,0,1,0,3,15.708650557949746,3,2,4,3,0,0,0,0,1,0,0
1,1,1,1,0,0,0,6,25.13525831440986,3,6,4,5,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,37,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,7,18.729730255053457,0,4,3,5,0,0,0,0,0,0,0
0,0,0,0,0,0,1,2,8.251095104427346,3,3,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,3,20.500659993975464,19,1,3,4,2,0,0,1,0,1,0
0,1,0,0,0,1,0,2,16.563989968771047,7,3,2,2,0,0,0,0,1,0,0
1,1,1,1,0,0,0,5,23.73178053632509,3,6,4,3,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,24,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,4,20.902120049699015,3,7,3,3,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,10.694344925076146,5,3,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,4,19.518672809786878,10,1,3,5,2,0,0,1,0,1,0
0,1,0,0,0,1,0,3,14.984221638285053,3,2,4,2,0,0,0,0,1,0,0
1,1,1,1,0,0,0,5,21.72115538020993,3,3,3,4,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,49,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,8,26.82339476368201,5,8,3,4,0,0,0,0,0,0,0
0,0,0,0,0,0,1,3,5.057241841630686,1,2,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,3,25.059645847348744,19,1,2,4,1,0,0,1,0,1,0
0,1,0,0,0,1,0,3,12.30694612429805,7,1,3,3,0,0,0,0,1,0,0
1,1,1,1,0,0,0,6,20.588253997942736,4,7,5,2,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,26,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,4,21.93903712728607,2,7,3,3,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,9.21724065813316,4,3,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,2,18.362426819736598,10,2,2,5,3,0,0,1,0,1,0
0,1,0,0,0,1,0,3,12.893643987458669,7,1,3,3,0,0,0,0,1,0,0
1,1,1,1,0,0,0,6,21.300016367015516,3,7,5,5,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,54,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,6,22.748925999980333,0,5,3,2,0,0,0,0,0,0,0
0,0,0,0,0,0,1,2,9.085914992941504,1,3,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,5,20.12424349588577,18,2,3,3,3,0,0,1,0,1,0
0,1,0,0,0,1,0,2,15.50113966228584,4,3,4,3,0,0,0,0,1,0,0
1,1,1,1,0,0,0,8,26.196849038670486,4,4,4,2,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,54,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,9,19.098955213336968,0,6,3,5,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,7.890720768522485,2,2,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,5,24.982541671298563,19,2,1,3,3,0,0,1,0,1,0
0,1,0,0,0,1,0,2,15.365320637451836,8,2,4,2,0,0,0,0,1,0,0
1,1,1,1,0,0,0,6,27.653483937572386,4,7,5,4,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,59,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,10,24.933133100298207,4,6,2,3,0,0,0,0,0,0,0
0,0,0,0,0,0,1,2,8.906606555651829,2,2,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,4,23.63920749469267,19,2,2,4,2,0,0,1,0,1,0
0,1,0,0,0,1,0,3,15.362925541417317,8,2,3,1,0,0,0,0,1,0,0
1,1,1,1,0,0,0,8,25.412977966260364,4,6,5,3,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,36,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,4,20.8763034161414,5,3,3,5,0,0,0,0,0,0,0
0,0,0,0,0,0,1,3,6.795107828314375,4,1,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,3,24.62361362806427,12,2,3,4,1,0,0,1,0,1,0
0,1,0,0,0,1,0,2,15.694062206486954,7,1,2,1,0,0,0,0,1,0,0
1,1,1,1,0,0,0,8,21.80537317025331,2,3,3,5,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,39,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,9,22.72403907034881,5,4,2,3,0,0,0,0,0,0,0
0,0,0,0,0,0,1,2,9.5702495839091,4,2,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,3,24.047288475269916,12,1,2,2,1,0,0,1,0,1,0
0,1,0,0,0,1,0,4,15.444800119052239,7,3,4,1,0,0,0,0,1,0,0
1,1,1,1,0,0,0,5,23.343079857960042,2,3,6,5,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,29,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,9,27.621313800833423,2,3,2,4,0,0,0,0,0,0,0
0,0,0,0,0,0,1,3,9.219480758541113,3,2,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,5,25.912795760709788,16,2,2,3,3,0,0,1,0,1,0
0,1,0,0,0,1,0,3,13.637022488987954,3,2,2,3,0,0,0,0,1,0,0
1,1,1,1,0,0,0,7,25.186282709673932,2,3,5,4,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,54,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,9,25.572827502575613,1,7,4,5,0,0,0,0,0,0,0
0,0,0,0,0,0,1,2,8.60696461271857,1,2,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,2,19.478249608378718,10,1,2,3,1,0,0,1,0,1,0
0,1,0,0,0,1,0,3,14.301446344056185,6,2,3,2,0,0,0,0,1,0,0
1,1,1,1,0,0,0,8,25.78306022720798,1,5,5,3,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,21,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,9,19.182248478039725,2,4,3,4,0,0,0,0,0,0,0
0,0,0,0,0,0,1,3,5.821910220913434,3,2,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,3,19.75302880748275,10,1,1,5,3,0,0,1,0,1,0
0,1,0,0,0,1,0,4,14.241749051921618,8,3,3,3,0,0,0,0,1,0,0
1,1,1,1,0,0,0,5,26.094876959768857,1,7,6,4,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,22,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,8,19.122087915372703,4,7,2,3,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,7.2968234641954455,5,2,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,2,23.442361903512566,19,2,2,2,3,0,0,1,0,1,0
0,1,0,0,0,1,0,3,16.852152499063422,6,1,4,2,0,0,0,0,1,0,0
1,1,1,1,0,0,0,7,24.511289480789706,4,5,3,5,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,34,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,10,18.030154715910886,1,7,2,2,0,0,0,0,0,0,0
0,0,0,0,0,0,1,2,7.411702065934942,1,3,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,2,25.47666239107957,9,1,1,4,2,0,0,1,0,1,0
0,1,0,0,0,1,0,2,16.6138323755009,8,3,4,2,0,0,0,0,1,0,0
1,1,1,1,0,0,0,6,27.94285278864703,4,6,6,5,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,23,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,9,27.641443763806862,4,4,4,4,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,6.249315403028781,5,2,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,3,23.822865127249024,11,0,1,4,2,0,0,1,0,1,0
0,1,0,0,0,1,0,4,16.314563850065113,6,3,3,1,0,0,0,0,1,0,0
1,1,1,1,0,0,0,5,23.68500222838877,2,5,4,2,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,20,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,10,24.60197685802285,4,3,2,3,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,5.706276991647549,1,2,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,2,19.95787320974714,8,1,2,3,3,0,0,1,0,1,0
0,1,0,0,0,1,0,2,16.526314252483708,3,1,4,2,0,0,0,0,1,0,0
1,1,1,1,0,0,0,5,26.526290054106536,3,7,5,3,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,37,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,5,27.85695560725126,4,4,3,4,0,0,0,0,0,0,0
0,0,0,0,0,0,1,2,5.426703459747335,5,3,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,3,23.00794510118664,14,2,2,2,2,0,0,1,0,1,0
0,1,0,0,0,1,0,4,16.028055148474333,7,2,4,2,0,0,0,0,1,0,0
1,1,1,1,0,0,0,7,21.19374086260131,4,4,6,3,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,32,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,6,26.575412385730207,1,6,2,5,0,0,0,0,0,0,0
0,0,0,0,0,0,1,2,8.901007307394911,2,2,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,3,20.03996516486029,13,2,1,5,2,0,0,1,0,1,0
0,1,0,0,0,1,0,2,15.213813218083294,4,1,3,2,0,0,0,0,1,0,0
1,1,1,1,0,0,0,8,24.823376359912608,1,4,4,5,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,31,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,10,27.070328275335157,2,3,2,3,0,0,0,0,0,0,0
0,0,0,0,0,0,1,3,5.821213396103341,4,1,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,3,21.17305647820988,11,2,2,4,2,0,0,1,0,1,0
0,1,0,0,0,1,0,3,15.201900764497578,5,2,3,2,0,0,0,0,1,0,0
1,1,1,1,0,0,0,8,27.06249561889632,4,3,6,4,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,31,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,6,21.12922018870191,0,7,2,3,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,6.825418769368387,5,3,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,5,20.361538300061905,11,1,1,5,3,0,0,1,0,1,0
0,1,0,0,0,1,0,2,14.995808894215935,8,3,3,2,0,0,0,0,1,0,0
1,1,1,1,0,0,0,7,27.73206613800275,4,6,4,4,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,28,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,5,25.203135307620936,3,4,4,2,0,0,0,0,0,0,0
0,0,0,0,0,0,1,3,5.2367663001528335,1,3,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,2,24.114710748576154,14,0,3,3,1,0,0,1,0,1,0
0,1,0,0,0,1,0,4,12.906177878788476,4,3,3,2,0,0,0,0,1,0,0
1,1,1,1,0,0,0,4,24.942681887014423,4,6,3,2,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,52,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,8,22.113385082174165,0,7,4,4,0,0,0,0,0,0,0
0,0,0,0,0,0,1,3,11.842355437627582,1,3,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,5,24.449341591579433,10,0,1,6,1,0,0,1,0,1,0
0,1,0,0,0,1,0,2,13.15159234194968,7,2,3,2,0,0,0,0,1,0,0
1,1,1,1,0,0,0,7,20.632153950515484,4,6,4,3,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,37,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,9,26.280620787133806,0,8,4,2,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,7.836948086730004,4,3,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,5,18.448919513031726,8,2,1,2,2,0,0,1,0,1,0
0,1,0,0,0,1,0,3,15.869443451659812,5,3,2,3,0,0,0,0,1,0,0
1,1,1,1,0,0,0,4,21.838131976808135,4,5,3,2,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,35,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,8,23.635098640479836,0,4,3,2,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,9.109252728591418,4,1,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,4,19.299602005717645,11,2,2,6,2,0,0,1,0,1,0
0,1,0,0,0,1,0,3,16.533655587125352,4,3,4,1,0,0,0,0,1,0,0
1,1,1,1,0,0,0,8,25.96365249003907,3,3,3,5,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,32,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,10,18.760182465657053,4,7,4,5,0,0,0,0,0,0,0
0,0,0,0,0,0,1,2,5.207379612616156,3,2,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,5,19.82510711883373,16,1,2,3,3,0,0,1,0,1,0
0,1,0,0,0,1,0,4,15.964031445089253,3,3,3,1,0,0,0,0,1,0,0
1,1,1,1,0,0,0,4,20.656304077385187,2,6,4,5,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,38,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,6,19.06550917711261,0,5,3,4,0,0,0,0,0,0,0
0,0,0,0,0,0,1,2,5.715619898792721,1,1,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,5,21.59074941617161,16,2,2,2,1,0,0,1,0,1,0
0,1,0,0,0,1,0,2,14.123485724071553,3,3,4,2,0,0,0,0,1,0,0
1,1,1,1,0,0,0,7,20.098724919071635,4,6,3,3,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,54,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,8,19.695829233923256,3,4,2,4,0,0,0,0,0,0,0
0,0,0,0,0,0,1,2,6.878847580044475,2,1,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,3,21.47741015410196,14,1,2,2,2,0,0,1,0,1,0
0,1,0,0,0,1,0,3,17.665333773788365,8,3,3,3,0,0,0,0,1,0,0
1,1,1,1,0,0,0,8,21.564385799042086,1,4,5,2,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,43,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,6,26.41613386721851,3,5,3,4,0,0,0,0,0,0,0
0,0,0,0,0,0,1,2,10.708328290021022,5,1,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,4,20.565321243000703,19,0,2,4,1,0,0,1,0,1,0
0,1,0,0,0,1,0,3,17.812351330480173,5,3,4,3,0,0,0,0,1,0,0
1,1,1,1,0,0,0,7,27.742104683868842,2,5,6,4,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,43,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,6,19.138878236119982,4,4,4,3,0,0,0,0,0,0,0
0,0,0,0,0,0,1,3,10.373325354238556,1,3,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,5,25.543799323342267,11,1,2,2,2,0,0,1,0,1,0
0,1,0,0,0,1,0,4,14.995819291733762,8,2,2,2,0,0,0,0,1,0,0
1,1,1,1,0,0,0,5,25.72189113039541,4,3,6,5,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,55,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,7,23.34367401202117,5,6,4,2,0,0,0,0,0,0,0
0,0,0,0,0,0,1,2,9.911440009389151,5,3,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,2,18.874955401954296,11,2,3,4,1,0,0,1,0,1,0
0,1,0,0,0,1,0,4,15.676067413879782,7,3,4,3,0,0,0,0,1,0,0
1,1,1,1,0,0,0,7,27.734489068548847,3,6,3,2,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,24,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,6,20.220010795494634,5,7,4,3,0,0,0,0,0,0,0
0,0,0,0,0,0,1,2,7.618836974635267,4,3,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,3,20.759739100796146,8,1,1,4,2,0,0,1,0,1,0
0,1,0,0,0,1,0,2,12.696416027753848,8,1,3,2,0,0,0,0,1,0,0
1,1,1,1,0,0,0,6,23.642661081807017,2,7,6,4,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,48,0,1,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,4,22.38165938273027,5,6,3,2,0,0,0,0,0,0,0
0,0,0,0,0,0,1,2,5.312781368727248,1,1,1,1,0,0,1,0,0,0,0
1,0,0,1,1,0,0,4,23.18375933822171,18,0,3,3,3,0,0,1,0,1,0
0,1,0,0,0,1,0,2,15.31146173895012,5,3,3,2,0,0,0,0,1,0,0
1,1,1,1,0,0,0,5,26.38204630643412,2,4,6,5,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0.0,19,0,1,0,0,0,0,0,0,0,1
